Time,Data12
0,0
3.16E-30,1.43E-56
5.58E-08,4.49E-12
3.35E-07,1.62E-10
1.73E-06,4.31E-09
8.71E-06,1.09E-07
4.36E-05,2.74E-06
0.0002180317423,6.83E-05
0.0004731394289,0.0003204418472
0.0007368699358,0.0007746564775
0.001018392905,0.001474409893
0.001391335139,0.002739128432
0.001945351138,0.005317649916
0.002869056197,0.0114332174
0.00428327903,0.02503645512
0.005844343676,0.04571988417
0.007783685001,0.07920817546
0.01039414399,0.1369841545
0.01452203499,0.2555857697
0.01929730909,0.4306128131
0.02428235598,0.6523040496
0.03140194874,1.028266588
0.03918224486,1.50095028
0.04698098846,2.016222124
0.05740520989,2.729518881
0.06433200039,3.197275669
0.07125879088,3.646091013
0.08098001505,4.226335411
0.08831576173,4.615500809
0.0956515084,4.956674298
0.1085929956,5.432937872
0.1138489045,5.579671704
0.1191048134,5.699771657
0.127905448,5.843059297
0.1363550527,5.916049753
0.1448046575,5.930654437
0.1559363154,5.870057875
0.1624365871,5.797487362
0.1689368588,5.700808076
0.1818437729,5.447699229
0.187069353,5.325648438
0.1922949332,5.194163883
0.2011960839,4.951773306
0.2096171121,4.705231143
0.2180381404,4.446162665
0.2302483039,4.055843613
0.2357723508,3.875910993
0.2412963978,3.695059739
0.2517152042,3.3540636
0.2589758643,3.118442431
0.2662365244,2.885974725
0.2788117208,2.494106453
0.2848906508,2.310786177
0.2909695809,2.132089624
0.3028397354,1.797975295
0.3102771128,1.599484979
0.3177144903,1.409910963
0.3309697773,1.095197435
0.3389055733,0.9214353214
0.3468413693,0.7588198248
0.356825043,0.5701334392
0.3666079631,0.4023204373
0.3755860599,0.2629831785
0.3827745017,0.1612692113
0.3910313731,0.05497237278
0.3992882444,-0.04043902617
0.4113683562,-0.161378556
0.4171754383,-0.2120482042
0.4229825204,-0.2581228254
0.4339781244,-0.3335334118
0.4404688602,-0.3712661237
0.4469595961,-0.404347895
0.460097512,-0.4584330226
0.4652221801,-0.4753197736
0.4703468482,-0.4900975232
0.4790100971,-0.5107600342
0.487625623,-0.5266118411
0.496241149,-0.5385634642
0.5073004814,-0.5494448113
0.5135834826,-0.553954857
0.5198664838,-0.5576109905
0.532208984,-0.563383236
0.5378388798,-0.5658277922
0.5434687757,-0.5684087577
0.5535368689,-0.5739148488
0.5610294273,-0.5792104689
0.5685219857,-0.5859172684
0.5794053565,-0.5988403453
