Time,Data15,Data16,Data17,Data18
0.1624365871,0.03223085582,0.5902983578,5.797487362,-13.0877557
0.1689368588,0.0361897971,0.6276817145,5.700808076,-16.59120484
0.1818437729,0.04475957058,0.699708363,5.447699229,-22.37816742
0.187069353,0.048489788,0.7278612176,5.325648438,-24.29782818
0.1922949332,0.05236540973,0.7553511248,5.194163883,-25.98860251
0.2011960839,0.05929154184,0.8005221213,4.951773306,-28.37398096
0.2096171121,0.06620546498,0.8411932419,4.705231143,-30.10006715
0.2180381404,0.07345297942,0.8797327194,4.446162665,-31.35597495
0.2302483039,0.08451648028,0.9316516158,4.055843613,-32.44177063
0.2357723508,0.08972393637,0.9535599063,3.875910993,-32.67993555
0.2412963978,0.09504966389,0.9744713471,3.695059739,-32.77546724
0.2517152042,0.105396868,1.011191576,3.3540636,-32.61209026
0.2589758643,0.112825119,1.034687358,3.118442431,-32.26347296
0.2662365244,0.1204177793,1.056483096,2.885974725,-31.74559838
0.2788117208,0.1339210201,1.090294622,2.494106453,-30.51332711
0.2848906508,0.1405937919,1.104896682,2.310786177,-29.7889714
0.2909695809,0.1473519692,1.118398194,2.132089624,-28.99242526
0.3028397354,0.160769769,1.141703177,1.797975295,-27.26934401
0.3102771128,0.1693089236,1.15433186,1.599484979,-26.09855236
0.3177144903,0.1779365941,1.165517215,1.409910963,-24.8725617
0.3309697773,0.1935002852,1.182086889,1.095197435,-22.59235154
0.3389055733,0.2029137187,1.190081348,0.9214353214,-21.19676811
0.3468413693,0.2123852399,1.196741012,0.7588198248,-19.78661024
0.356825043,0.2243677208,1.203360227,0.5701334392,-18.01184502
0.3666079631,0.2361646365,1.208103357,0.4023204373,-16.2933895
0.3755860599,0.2470254016,1.211079525,0.2629831785,-14.75834756
0.3827745017,0.2557370763,1.212599161,0.1612692113,-13.54897007
0.3910313731,0.2657536096,1.213484286,0.05497237278,-12.20476929
0.3992882444,0.2757739527,1.213536963,-0.04043902617,-10.91405866
0.4113683562,0.2904275913,1.212296275,-0.161378556,-9.132667995
0.4171754383,0.297464483,1.211209749,-0.2120482042,-8.323245457
0.4229825204,0.3044942368,1.209842418,-0.2581228254,-7.550889262
0.4339781244,0.3177799856,1.206575881,-0.3335334118,-6.187045836
0.4404688602,0.3256042517,1.204285959,-0.3712661237,-5.445968121
0.4469595961,0.333412893,1.201766383,-0.404347895,-4.755561555
0.460097512,0.3491650283,1.19608097,-0.4584330226,-3.510247627
0.4652221801,0.3552884503,1.193687457,-0.4753197736,-3.083366044
0.4703468482,0.361399394,1.191212874,-0.4900975232,-2.689148812
0.4790100971,0.3717005015,1.186873829,-0.5107600342,-2.095919919
0.487625623,0.3819068782,1.182402021,-0.5266118411,-1.596967305
0.496241149,0.3920741903,1.177811007,-0.5385634642,-1.190933173
0.5073004814,0.4050668141,1.171790721,-0.5494448113,-0.8004770634
0.5135834826,0.4124183003,1.168323877,-0.553954857,-0.6417183321
0.5198664838,0.4197479214,1.164831523,-0.5576109905,-0.529208106
0.532208984,0.4340822277,1.157912392,-0.563383236,-0.4314292418
0.5378388798,0.4405922126,1.154733756,-0.5658277922,-0.4403867424
0.5434687757,0.4470842628,1.151541048,-0.5684087577,-0.4813349603
0.5535368689,0.4586491897,1.145791779,-0.5739148488,-0.6270888873
0.5610294273,0.4672179456,1.141472643,-0.5792104689,-0.7924482459
0.5685219857,0.4757541789,1.137108744,-0.5859172684,-1.00454667
0.5794053565,0.4880948199,1.130665412,-0.5988403453,-1.383603917
0.5867005631,0.4963272283,1.126257373,-0.6100003612,-1.679254491
0.5939957697,0.5045271626,1.121759762,-0.6234302707,-2.00671677
0.6124858836,0.5251597084,1.109838119,-0.6689295213,-2.95004495
0.6174000191,0.5306054667,1.106514269,-0.6840612512,-3.206035617
0.6223141545,0.5360347033,1.103112897,-0.7004848459,-3.47910325
0.6288655101,0.5432463883,1.098446455,-0.7244947991,-3.851097745
0.6386668931,0.5539772563,1.091151437,-0.7649944341,-4.413299928
0.649912659,0.566198632,1.082255767,-0.8182642993,-5.060680978
0.6581657508,0.5751022357,1.075324894,-0.861951494,-5.52770035
0.6664188426,0.5839471069,1.068017704,-0.9094494486,-5.979410228
0.6757768198,0.5939009373,1.059237988,-0.9677369077,-6.471745032
0.6833246463,0.6018678454,1.05174571,-1.018012453,-6.847859136
0.6908724728,0.6097767445,1.04386349,-1.071033883,-7.197818276
0.7062561525,0.625704004,1.026509409,-1.186743931,-7.821810648
0.7105117521,0.63006157,1.021387812,-1.220353528,-7.97301647
0.7147673517,0.6343970342,1.016121853,-1.254581813,-8.111105191
0.7221034757,0.6418171328,1.006697871,-1.314871804,-8.319862511
0.7318564019,0.6515715523,0.99347458,-1.397136343,-8.540415811
0.7425328193,0.6620969333,0.978067987,-1.489219189,-8.702898224
0.7515501569,0.6708548908,0.9642843779,-1.568001392,-8.760668273
0.7606489689,0.6795627264,0.9496546037,-1.647768594,-8.753372199
0.7684843081,0.686952311,0.9364754854,-1.716170446,-8.700476363
0.7754225056,0.6934079728,0.9243596628,-1.776211117,-8.601812433
0.7846457911,0.7018569363,0.9076137721,-1.854712347,-8.408093362
0.7926626161,0.709072799,0.8924769534,-1.92124365,-8.181846187
0.8006794412,0.7161651951,0.8768146502,-1.985733227,-7.898832113
0.8111473305,0.725233309,0.8556032671,-2.066133418,-7.448577945
0.8183371341,0.7313310699,0.8405586783,-2.118408022,-7.087580206
0.8255269377,0.737319335,0.8251479438,-2.167938498,-6.684178252
0.8366575764,0.746367967,0.8006173321,-2.238522795,-5.984673586
0.8431818203,0.7515434756,0.7858884476,-2.276105105,-5.533274893
0.8497060642,0.7566221109,0.7709241874,-2.310649126,-5.05191881
0.8631492526,0.7667750605,0.739436707,-2.371465772,-3.980810433
0.8682662147,0.7705275972,0.7272517823,-2.390721548,-3.545238049
0.8733831768,0.7742175419,0.7149740832,-2.407718757,-3.096342812
0.8821070459,0.7803629404,0.6938615804,-2.431298669,-2.304676586
0.8913466546,0.7866698948,0.6713112332,-2.448588343,-1.435220931
0.9005862634,0.7927678702,0.6486386826,-2.457709296,-0.5368394387
0.9096233988,0.7985293069,0.6264182792,-2.458520033,0.3618911219
0.9186605342,0.8040900126,0.6042273941,-2.45115382,1.268709419
0.9280582375,0.8096603318,0.5812622011,-2.434745981,2.217784237
0.936774536,0.8146345674,0.5601356977,-2.411563881,3.103174687
0.9446432341,0.8189677163,0.5412640117,-2.38405917,3.889061202
0.9542464299,0.8240562591,0.5185633287,-2.342154056,4.830496567
0.962849943,0.8284315769,0.4986016636,-2.297005439,5.65884163
0.9701793819,0.8320247316,0.4819240641,-2.253017284,6.342747487
0.9775088209,0.835496875,0.4655870349,-2.204097927,7.002227012
0.9908816954,0.8415289354,0.4367725727,-2.102752037,8.135832174
0.9964087784,0.8439111276,0.4252770314,-2.056557254,8.577484196
1.001935861,0.8462305009,0.4140434465,-2.007979803,8.997224941
1.012452553,0.8504756071,0.3934377078,-1.909395785,9.738283573
1.019875004,0.8533439542,0.3795380104,-1.835334726,10.21234831
1.027297455,0.8561112032,0.3662006761,-1.757917044,10.64094534
1.03821221,0.8600058195,0.3476586516,-1.638695487,11.1881719
1.045148981,0.8623786484,0.3365630146,-1.56004916,11.4817031
1.052085752,0.8646764173,0.3260196236,-1.479521107,11.72898117
1.063553154,0.8683207058,0.3098320356,-1.343123947,12.03947272
1.069832128,0.8702401543,0.3016367481,-1.267150188,12.15534331
1.076111101,0.8721096469,0.2939205186,-1.190570819,12.23079206
1.088210085,0.8755822614,0.2804127956,-1.042229978,12.26756875
1.093896359,0.8771602916,0.2746845744,-0.9725596917,12.23362526
1.099582633,0.8787068746,0.2693517933,-0.9031721373,12.16655037
1.109790889,0.881411577,0.2607628836,-0.7799072039,11.96713387
1.116793639,0.8832191938,0.2555933096,-0.6967668145,11.77182842
1.123796388,0.884992636,0.2510007611,-0.6151596874,11.528018
1.134925886,0.8877506729,0.2448589838,-0.4894274726,11.04873942
1.141386108,0.8893227961,0.2419254986,-0.4191005625,10.71949164
1.14784633,0.8908774208,0.2394392118,-0.3510160075,10.35313496
1.160791453,0.8939512509,0.2357403684,-0.2222548703,9.520613001
1.166081232,0.8951953884,0.2346961474,-0.1728887266,9.142758701
1.171371011,0.8964346835,0.2339076853,-0.1255702489,8.744806169
1.18050284,0.8985665401,0.2331156577,-0.04900594802,8.01568796
1.188977679,0.900541193,0.2329796855,0.01589333175,7.295463032
1.197452518,0.9025169502,0.2333673692,0.07452121311,6.535346767
1.212592196,0.9060621738,0.2351906044,0.162739645,5.093831738
1.217025579,0.9071065355,0.2359607581,0.1843756994,4.665745414
1.221458962,0.9081545181,0.2368225858,0.2040894153,4.226380692
1.229049168,0.9099582233,0.2384860944,0.2332735933,3.462139829
1.239565962,0.9124798521,0.2411111382,0.2640489546,2.391366632
1.250448872,0.9151199333,0.2441043188,0.2839857261,1.274136253
1.257070571,0.9167425979,0.2460077751,0.2901870336,0.5972120557
1.263692269,0.9183779698,0.2479374885,0.2919184421,-0.07333977379
1.278928402,0.9221891932,0.2523177727,0.279227448,-1.578799585
1.285581202,0.9238739066,0.2541357216,0.2665873442,-2.218481983
1.292234001,0.9255704036,0.2558555841,0.2497615125,-2.836951031
1.304416271,0.9287049008,0.2586605791,0.2085522812,-3.916370042
1.311072056,0.9304309102,0.2599577597,0.1806244399,-4.472597047
1.317727842,0.9321649078,0.261056943,0.1490841614,-5.000514945
1.33330108,0.9362451565,0.2627253222,0.0622820903,-6.121286413
1.337773174,0.9374206191,0.26294168,0.03426582206,-6.407951013
1.342245267,0.9385967649,0.2630299228,0.004996047433,-6.679372791
1.349563813,0.9405214521,0.2628838677,-0.04540707675,-7.087852977
1.359436793,0.9431135294,0.2620819943,-0.1178138465,-7.567360645
1.36814201,0.9453897037,0.260765048,-0.1852489816,-7.916965392
1.376847226,0.947651822,0.2588487298,-0.2554201431,-8.193123767
1.389059936,0.9507915077,0.2551108265,-0.35726112,-8.459881453
1.39431037,0.9521258214,0.253118095,-0.4018699798,-8.529846637
1.399560804,0.9534490559,0.2508903082,-0.4467769511,-8.571766094
1.40869467,0.9557209279,0.2464515503,-0.5251685237,-8.580025628
1.416746703,0.9576875937,0.2419452204,-0.5940464353,-8.519537848
1.424798736,0.9596157482,0.2368869531,-0.6621775565,-8.393506776
1.437588416,0.9625883964,0.2277392824,-0.7675928574,-8.067963837
1.442922667,0.9637920912,0.2235308071,-0.8101479562,-7.88523227
1.448256918,0.9649727363,0.2190980517,-0.8516634329,-7.676399269
1.457420302,0.9669436882,0.2109772224,-0.9201519221,-7.260403732
1.465536867,0.9686251515,0.2032741422,-0.9773777104,-6.833583001
1.473653432,0.9702422465,0.1951212511,-1.030920265,-6.352168303
1.486944776,0.9727422071,0.1808831904,-1.109553768,-5.461109005
1.492065461,0.9736537856,0.1751315445,-1.136559059,-5.085411939
1.497186145,0.9745355662,0.1692466099,-1.16160105,-4.692885372
1.506027507,0.9759860154,0.1588021953,-1.199974709,-3.981154589
1.514995208,0.9773613993,0.1478911825,-1.232282897,-3.220377808
1.523962909,0.97863773,0.1367215369,-1.25760517,-2.423207607
1.533798291,0.9799212628,0.1242497901,-1.27701392,-1.516604696
1.543633674,0.9810813372,0.1116313646,-1.287380001,-0.5925688694
1.551941008,0.9819642366,0.1009254205,-1.288965934,0.2057264452
1.559986507,0.9827345494,0.09057012051,-1.284180299,0.9866431708
1.567650838,0.9833910789,0.08076393801,-1.273792976,1.724761036
1.576581889,0.9840618149,0.06946781332,-1.254558876,2.579185395
1.58551294,0.9846325328,0.05837741837,-1.22774345,3.422542406
1.594374638,0.9851020694,0.04764266642,-1.193788203,4.239307104
1.603236335,0.9854779052,0.03724052902,-1.15271018,5.026430296
1.613577894,0.9858023582,0.02560437481,-1.09612852,5.90316715
1.620463853,0.9859530106,0.01820090224,-1.053544496,6.46195174
1.627349812,0.9860537225,0.01110366379,-1.007215412,6.989962293
1.63946025,0.986116467,-0.0005600378152,-0.9172787999,7.846687196
1.645516306,0.9860965485,-0.005968808842,-0.8685648213,8.237603766
1.651572362,0.9860447818,-0.01107557017,-0.8175670987,8.599806788
1.66370497,0.9858528431,-0.0203454387,-0.7092354478,9.239177364
1.669649456,0.9857196947,-0.02439661819,-0.6535071306,9.507041141
1.675593942,0.9855634579,-0.02811197356,-0.5962769077,9.742873184
1.686787277,0.9852137373,-0.03416787987,-0.4851129992,10.10129217
1.693182123,0.9849857618,-0.03706246225,-0.4200151175,10.25344246
1.699576969,0.9847406133,-0.03953791555,-0.3540687303,10.36515879
1.71234985,0.9842103307,-0.04321091819,-0.2208376592,10.47196517
1.717669416,0.9839776055,-0.04423750241,-0.1651345897,10.46813874
1.722988982,0.9837402072,-0.04496795345,-0.1095222557,10.43605833
1.732162683,0.9833244159,-0.04553493885,-0.01427249271,10.31669448
1.740180962,0.9829597283,-0.04531940239,0.0677998892,10.14630768
1.748199241,0.9825993913,-0.0444519444,0.1482560929,9.912603946
1.761065318,0.9820432183,-0.04173672718,0.2727398582,9.415990179
1.766369161,0.9818259221,-0.04015886549,0.3220240518,9.166417542
1.771673003,0.9816176814,-0.03832322869,0.3699246682,8.892482
1.780757463,0.9812858955,-0.03460268381,0.4483848099,8.370494769
1.789020105,0.9810160666,-0.03061800046,0.5153845342,7.840444128
1.797282747,0.9807813978,-0.02609841652,0.577791975,7.258410689
1.810443917,0.9804906176,-0.0178940083,0.6667287793,6.23885247
1.815555622,0.9804079959,-0.01440620737,0.697541228,5.81565752
1.820667327,0.9803435959,-0.01076649697,0.7261540735,5.377267766
1.829775521,0.9802763051,-0.003940594213,0.7714618937,4.565862549
1.838532357,0.9802718651,0.002979744221,0.8079036224,3.754650857
1.847289193,0.980329331,0.01018772403,0.8371218859,2.915739169
1.857220799,0.9804722336,0.01862956762,0.8612679348,1.941366676
1.867152405,0.9807000083,0.02726293811,0.8756504087,0.9589349042
1.875320524,0.9809519744,0.03443819221,0.8801125812,0.1389964787
1.883935629,0.9812813159,0.04201491693,0.8776000748,-0.7257013739
1.891547088,0.9816264652,0.04866646076,0.869220972,-1.476148612
1.900357035,0.9820887537,0.0562558147,0.8524191928,-2.333054152
1.909166983,0.9826171548,0.0636641072,0.8281513122,-3.17221693
1.91959841,0.983325674,0.0721127763,0.7900556005,-4.131637106
1.928648201,0.9840100969,0.07908260211,0.7490807557,-4.914327698
1.936312621,0.9846378399,0.08467317829,0.7089331021,-5.552049523
1.944420287,0.9853471348,0.09023139697,0.661313407,-6.189683732
1.952724067,0.9861185907,0.09550231959,0.6073766482,-6.795050767
1.96363858,0.9871956164,0.1017120638,0.5291920633,-7.513670108
1.971021503,0.9879604597,0.1054101738,0.4720723387,-7.952951132
1.978404426,0.9887510206,0.1086750565,0.4118912091,-8.343243741
1.98857651,0.9898762968,0.112424863,0.3246021511,-8.804244461
1.995589964,0.9906722566,0.1144826533,0.2619040341,-9.068516078
2.002603418,0.991481092,0.1160945986,0.1975148169,-9.285710903
2.015775781,0.9930238992,0.1178813822,0.07316989266,-9.56971413
2.020996869,0.9936401382,0.1181326637,0.02303504476,-9.63300261
2.026217957,0.9942570044,0.1181214382,-0.02736669042,-9.669767823
2.035028602,0.9952955653,0.1175047317,-0.112626636,-9.671915604
2.043510002,0.9962871369,0.1162022571,-0.1944052957,-9.602648559
2.051991403,0.9972647293,0.1142095465,-0.2752919849,-9.46093105
2.063420655,0.9985497409,0.1104510941,-0.3818219984,-9.161076612
2.069571221,0.9992215023,0.1079306766,-0.4375295371,-8.949124258
2.075721788,0.9998767166,0.1050718625,-0.4918261318,-8.701295345
2.087508592,1.001078675,0.09868279921,-0.5911614539,-8.135496708
2.093407093,1.001650196,0.09505616856,-0.6381915272,-7.80805848
2.099305593,1.002199519,0.09115799276,-0.6832094612,-7.451899831
2.110208787,1.003151251,0.08327984509,-0.7605772674,-6.726357256
2.116844477,1.003686803,0.07808828973,-0.8036221597,-6.24425262
2.123480168,1.004186982,0.07262193554,-0.8433732468,-5.732568819
2.137761255,1.005135457,0.06003239684,-0.9169042035,-4.55017732
2.142612935,1.005415839,0.05553198767,-0.9379441164,-4.123555381
2.147464615,1.005674147,0.05093455406,-0.9568950693,-3.687146894
2.155573579,1.006055401,0.04306204621,-0.9837730196,-2.93887774
2.166740714,1.00647432,0.03191476881,-1.010681076,-1.879270026
2.177250167,1.006753598,0.02120807751,-1.02503673,-0.8563775773
2.183461558,1.006865528,0.0148285938,-1.028456384,-0.2428440533
2.189672949,1.006937791,0.00843969887,-1.028064606,0.369220094
2.202201098,1.006963067,-0.004378829729,-1.015723548,1.598505955
2.209584691,1.006903168,-0.01182842566,-1.00127162,2.313115088
2.216968283,1.006788705,-0.01915192378,-0.9815841843,3.01713127
2.230240862,1.006449348,-0.03187797807,-0.9333694238,4.242362921
2.239074447,1.006131844,-0.03994731242,-0.8924735491,5.015915395
2.247908031,1.005744743,-0.04762569517,-0.8448847862,5.74667434
2.255441501,1.005362402,-0.05382179285,-0.7993156095,6.343808729
2.263994955,1.004873478,-0.06041879566,-0.7423258055,6.976137563
2.272548409,1.004330277,-0.06650583437,-0.6801435614,7.555710414
2.283459031,1.003565847,-0.07346333626,-0.5940091731,8.215021072
2.290138056,1.003062347,-0.07724475319,-0.5379201088,8.575390064
2.29681708,1.002534859,-0.08064382163,-0.4795588978,8.894604572
2.308696444,1.001545545,-0.08570124213,-0.3709744386,9.36658549
2.314698521,1.001024817,-0.08775796259,-0.314176631,9.555563762
2.320700598,1.000492774,-0.08947058175,-0.2563451735,9.709489742
2.332023712,0.999465618,-0.09174589035,-0.1451724757,9.907246675
2.33823997,0.9988928942,-0.09245648979,-0.08340053481,9.962496342
2.344456229,0.9983169486,-0.09278228196,-0.02140255959,9.978499899
2.356448045,0.9972056471,-0.09232242479,0.09794284817,9.903927056
2.362176433,0.996678705,-0.09159930508,0.1544400278,9.817935895
2.367904822,0.9961568292,-0.09055413469,0.2103553397,9.699235477
2.37822877,0.99523493,-0.08787028805,0.3090670149,9.407588075
2.385140145,0.9946355214,-0.0855114353,0.3732396982,9.157045461
2.39205152,0.9940539341,-0.08271540295,0.4355299968,8.861693318
2.403336183,0.9931503398,-0.07724787962,0.532412409,8.292114689
2.409705393,0.9926694841,-0.07369108032,0.5840647568,7.923829948
2.416074603,0.992212314,-0.06981299058,0.6332704055,7.522470718
2.428669094,0.9913857142,-0.0612631611,0.7225885585,6.644463746
2.434208717,0.9910576118,-0.05716047371,0.7582348616,6.22374374
2.439748339,0.9907527718,-0.05286687252,0.7915004531,5.783538151
2.449606846,0.9902709376,-0.04479596318,0.8444925305,4.959044844
2.457455376,0.9899457511,-0.03802221928,0.880716746,4.269026299
2.465303907,0.989674788,-0.03098571476,0.9114192295,3.551280939
2.482698544,0.9892764451,-0.01467730271,0.9589041416,1.886331641
2.486308262,0.9892297256,-0.01120439758,0.9650825366,1.537986882
2.48991798,0.9891955798,-0.007711463742,0.9699997332,1.185605371
2.496003772,0.9891666512,-0.001789999761,0.9753847216,0.5839022359
2.503790561,0.9891823144,0.005815007619,0.9769227619,-0.1883269124
2.516053409,0.9893269253,0.01775030649,0.9671750112,-1.397758353
2.52604687,0.9895523346,0.02732966622,0.9483310383,-2.370916696
2.536040332,0.9898723732,0.03667249213,0.9198989374,-3.321578923
2.544810376,0.9902289729,0.04460200078,0.8872378623,-4.117841459
2.552094244,0.9905771082,0.05094949455,0.8548625757,-4.764505655
2.561065683,0.9910680045,0.05841678163,0.8086891567,-5.524273757
2.569991034,0.9916209297,0.06540503535,0.7561980505,-6.232680229
2.578503704,0.992204443,0.07160874113,0.7004275825,-6.860403378
2.587016374,0.9928386823,0.07731549289,0.6395144561,-7.441978039
2.597389376,0.9936736669,0.08353705569,0.5589816503,-8.079796685
2.605916863,0.9944055051,0.08800437895,0.4881286516,-8.529745608
2.615430829,0.9952636266,0.09225554792,0.4048276687,-8.959019252
2.62319724,0.9959916244,0.09512622718,0.3340465821,-9.261166945
2.630101289,0.9966558308,0.09721001202,0.2693530635,-9.47415046
2.638904798,0.9975209738,0.09921121475,0.1849796075,-9.68148567
2.647670073,0.9983966024,0.1004587512,0.09948414209,-9.815093367
2.656435349,0.999279869,0.1009527506,0.01315841482,-9.872344658
2.665667114,1.000211107,0.1006535837,-0.07793222851,-9.848586451
2.675744091,1.001219758,0.09936983331,-0.1766531874,-9.72884131
2.682866238,1.001922421,0.09786606101,-0.245449626,-9.584408897
2.689988385,1.002612638,0.09587639759,-0.3130444809,-9.389640287
2.699848906,1.003541323,0.09233839202,-0.4039947703,-9.043203083
2.707533997,1.004238344,0.08896973677,-0.4722478206,-8.712791066
2.715219089,1.004907486,0.08508684243,-0.5377593314,-8.328534279
2.72714254,1.005881482,0.07809856388,-0.6330557495,-7.637910145
2.732987302,1.006326886,0.07427016582,-0.6765983314,-7.259249094
2.738832065,1.006749182,0.07019388832,-0.7178549691,-6.854485007
2.749526241,1.007457442,0.06213994236,-0.7869492101,-6.055830395
2.756422056,1.007866913,0.05657362723,-0.8268154499,-5.503776645
2.763317871,1.008237083,0.05074575079,-0.8627826955,-4.924060989
2.775308698,1.008782201,0.04007131847,-0.9155274513,-3.863723601
2.781620036,1.009016715,0.03422000324,-0.9380801014,-3.282397143
2.787931373,1.009213874,0.02823802704,-0.9569215557,-2.686616221
2.800796811,1.00949713,0.01573853219,-0.9835210772,-1.443640613
2.806876194,1.009574587,0.009736327054,-0.9904803238,-0.8466053873
2.812955578,1.009615449,0.003702874044,-0.9938000935,-0.2454491743
2.825292311,1.009585523,-0.008545091886,-0.9893004453,0.9734685837
2.832949174,1.009491181,-0.0160841413,-0.9789648142,1.723448219
2.840606036,1.009339473,-0.02352214242,-0.9629216783,2.464845191
2.853105554,1.008971134,-0.03533470252,-0.9247215881,3.643626771
2.864975168,1.008487674,-0.04602884628,-0.8751292926,4.703114593
2.870529101,1.008218674,-0.05081421752,-0.8476591318,5.182202165
2.876083034,1.007923533,-0.05543974557,-0.8175909053,5.642446297
2.885545374,1.007363165,-0.06291217309,-0.7606388224,6.385899074
2.89389686,1.006811863,-0.06903471134,-0.7047309639,6.996285098
2.902248346,1.006211437,-0.07466962483,-0.6439317298,7.556446226
2.913917443,1.005298318,-0.0816528976,-0.5516012552,8.249969968
2.920100436,1.004783243,-0.08490363001,-0.4995748178,8.574286132
2.92628343,1.004249076,-0.08782670508,-0.4456477701,8.864064604
2.938483019,1.003147185,-0.09259124165,-0.3344921924,9.337682511
2.944253412,1.002607629,-0.09436491853,-0.2800934874,9.513357715
2.950023804,1.002058749,-0.09582194482,-0.2247697869,9.656630373
2.960545403,1.001039992,-0.09764856199,-0.1221296302,9.836588438
2.967362639,1.000371981,-0.09825203069,-0.05485002138,9.895642273
2.974179874,0.9997014221,-0.09839583107,0.01267568841,9.907374296
2.985453258,0.9985953368,-0.09762440253,0.1240291012,9.828072909
2.991764122,0.997982123,-0.09664655816,0.185754343,9.729006115
2.998074986,0.9973763049,-0.09528141048,0.2467332973,9.59003264
3.010271861,0.9962353969,-0.09156712239,0.361556867,9.216790417
3.015880581,0.9957277789,-0.08939539454,0.4126463297,8.998227802
3.021489301,0.9952331385,-0.08694070722,0.4624330517,8.750728457
3.031463042,0.9943904418,-0.08190132525,0.5472539377,8.244756097
3.038759761,0.9938079265,-0.07769233546,0.6058943198,7.823047831
3.046056481,0.9932576561,-0.0730670768,0.6613036055,7.358146393
3.057260688,0.9924821857,-0.06521186447,0.7394122576,6.571007141
3.06385178,0.9920687369,-0.06019919025,0.7810762602,6.068932165
3.070442872,0.9916892078,-0.0549230137,0.8193436498,5.539117805
3.084559831,0.9909979635,-0.04284380609,0.8891052003,4.330360384
3.089509867,0.9907968632,-0.0383914698,0.9094340468,3.883633861
3.094459903,0.9906180421,-0.03384401302,0.9275321553,3.427368637
3.1028527,0.9903669818,-0.02594794683,0.9529892048,2.636102307
3.114432999,0.9901310065,-0.01476015835,0.9770417687,1.519234498
3.124666771,0.9900313433,-0.004699392918,0.9874034587,0.5094861599
3.130246865,0.9900205036,0.0008154748696,0.9887061979,-0.04413436493
3.135826959,0.9900404417,0.006328992601,0.9869181656,-0.596623663
3.14654786,0.9901648344,0.01685510194,0.974860117,-1.651019122
3.156620008,0.9903837275,0.02657375719,0.953311543,-2.622936627
3.166692156,0.9906992506,0.03602645149,0.9220867481,-3.569521708
3.173633555,0.9909713312,0.04233590557,0.8951046945,-4.202953547
3.180574953,0.9912865231,0.04844298148,0.8637983805,-4.813920949
3.197637862,0.9922345609,0.06241132712,0.7694925167,-6.210516521
3.201681335,0.9924931405,0.06547113301,0.7437554182,-6.519318131
3.205724808,0.9927638787,0.06842437629,0.7167911,-6.815795054
3.212616685,0.9932520956,0.07319870177,0.6681551191,-7.29317646
3.221664557,0.9939408184,0.07893751506,0.5995247742,-7.86813123
3.233235631,0.9948922705,0.0853329985,0.5046842248,-8.512634348
3.243343376,0.9957790898,0.0899910865,0.4162560513,-8.981343816
3.249727742,0.9963617169,0.09246387986,0.3581218401,-9.223143682
3.256112109,0.9969589363,0.09456079883,0.2985457741,-9.433403782
3.268484164,0.9981486923,0.09752391636,0.1798468687,-9.732353331
3.274051008,0.998694099,0.09837382199,0.1254236844,-9.817350333
3.279617852,0.9992433914,0.09891959916,0.07060769473,-9.871587291
