Time,Data
9.207752962,-825.6439801
9.220718193,-891.6582343
9.226093514,-914.6932191
9.231468836,-935.085918
9.240806117,-964.0578439
9.24875187,-982.1052122
9.256697622,-993.9553228
9.270165843,-999.6955839
9.275143683,-997.2296147
9.280121523,-992.2931313
9.288374007,-978.7018502
9.299593633,-949.5642346
9.308765338,-916.8535079
9.316299706,-884.2018607
9.323053999,-850.6600896
9.332791956,-795.5168242
9.342529914,-732.8358056
9.350639681,-675.308419
9.359271568,-609.2099369
9.368241574,-535.7231026
9.376193969,-466.9512464
9.385277671,-384.8108622
9.394163551,-301.3842766
9.401952498,-226.2777639
9.409741446,-149.7991698
9.420771974,-40.04915062
9.428111053,33.32475349
9.435450132,106.5192441
9.44969852,246.6341707
9.457859784,324.8170038
9.466021048,400.8375538
9.473347562,466.8239898
9.484945674,566.0258786
9.494266679,640.2987816
9.500505754,686.9458444
9.50674483,730.9197645
9.51956332,812.165101
9.525043717,842.9038972
9.530524114,871.1116859
9.540204724,914.4988981
9.547892865,942.8722332
9.555581006,965.6752298
9.566609165,988.3967806
9.573163222,996.2227757
9.579717279,999.7709615
9.59299759,993.8014383
9.598023188,986.9621081
9.603048786,977.6305684
9.611466459,956.4850604
9.6204265,926.5394264
9.629386542,889.1602918
9.639764123,836.9745256
9.647459638,792.4259044
9.655155152,743.1867776
9.66571224,668.5444871
9.672773172,614.4120421
9.679834104,557.21761
9.694303787,431.6619321
9.699251109,386.5253778
9.704198431,340.4429572
9.712567455,260.6522137
9.724167458,147.1612674
9.734964239,39.71941736
9.74108741,-21.50018646
9.747210582,-82.63920434
9.75980118,-207.1291389
9.76802286,-286.7726979
9.776244539,-364.4788797
9.789794286,-486.9292427
9.795654182,-537.2469372
9.801514078,-585.7203403
9.812626318,-671.9886963
9.8195467,-721.5889856
9.826467082,-767.7348424
9.837600476,-834.1735306
9.844362855,-869.533166
9.851125233,-900.9179625
9.862780701,-945.2744537
9.868899107,-963.4561476
9.875017513,-978.0322788
9.886549094,-995.5214183
9.89258478,-999.4110996
9.898620467,-999.6610805
9.909943201,-990.3185118
9.916091774,-979.9174692
9.922240347,-965.8130206
9.933950007,-928.9123959
9.939877255,-905.3454099
9.945804503,-878.5986712
9.956789102,-820.9506339
9.963313374,-781.9769075
9.969837645,-739.6757896
9.983368774,-642.1327695
9.988512387,-601.8703009
9.993656001,-560.0158295
10,-506.3656411
